title,year,mileage,price,price_text,condition,location,postcode,shipping,listing_type,sold_date,bids,seller,url,image_url,scraped_at,proxy_used
Ford Transit,,,5650.0,"£5,650.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,dalhay50 (4) 100%,https://www.ebay.co.uk/itm/135788267311?_skw=ford+transit&itmmeta=01JW37PT28YHQPM37HYWW0BW7G&hash=item1f9d9c872f:g:OAQAAOSwarloI4di&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ffVMPrptzTyopBBEDqM%2Bhtxm0nhQtQeXVBxE2J6c9eLEB%2Fgawm06tGBfOEMbMC1%2FTRazWkMTKGz%2BjOypTqlAW4UaLboV6dAZg%2Bd4rIK40e0qUFgvvVql7dL0IH1uvtQlbYgZVpewqS2F6yyj2kxcpjxPZvm%2BJDwL5h4AOFKaSwM%2B7aAeZPkmg2yC3Utx2jg91PRxoZtS8xVLKRSDpbK3c81XLjwCwipSB0R6fxwclZeY6iNb8kcFGgf9os3uHtAvEhd%2BcS54YCu7HSw0LYrETefyTdDrGH3EqtHD6b0rjzrw%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/OAQAAOSwarloI4di/s-l500.webp,2025-05-25T09:07:25.663622,
Ford Transit Custom,,,6000.0,"£6,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,jmskinson2009 (163) 100%,https://www.ebay.co.uk/itm/267233243603?_skw=ford+transit&itmmeta=01JW37PT28X5073VVATGXQCEC8&hash=item3e3857b1d3:g:aacAAeSwLDxoDfHy&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d3m%2FFe3n9ZYNPwt3oQRz2tRyo0xkwsNLjng2ehKJOJRtqyVfWCq6joqmb2Yw1xb5AJDCSEzdo5hi%2Fm2RgoJ5SMU6XKyvUbceySHmExFVFoOwVBjlYdIknIu6HrO47jwJVRabg%2BAYr15hjtM630yo3Ubodp49suTeVnSH31Rj5R3FMtP9zLkgMubVUJF922jrHNnN%2FdNWDGuRtaIyBvxbNaDgUlTgod7hOVuvEpxrxhasUXdk4zn1WCqrSQtprJgb4%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/aacAAeSwLDxoDfHy/s-l500.webp,2025-05-25T09:07:25.691581,
2009 Ford Transit van SWB low roof FWD,2009.0,,1000.0,"£1,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,rik012 (443) 100%,https://www.ebay.co.uk/itm/167514164647?_skw=ford+transit&itmmeta=01JW37PT28CG7GCT6PE91V5R12&hash=item27009f4da7:g:xj0AAOSwtqVn0qSN&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1eoSfwgtr1X665%2F1GtVV%2BnD8kuzseZcnVloG%2B2H7T4GDEs3rP1UEzg1Blh%2BM8w6uERdmmnl%2B2OsvS5a2jCeEJpEqxtynAaBIB6plh%2FVqr0pnHbNfvnbXqxHCuZfUqz2gn2cq6N6YcNOnPwsdYLDdg622GVLbTSRwPqoJTFLCA%2BIFzHKO0S8MvDTaBc3trZmcpxeZdXcJ4Wa0Z6kb3g2MzAC4l24BUencSdqE8ug94RjvScXGvwhc8xM1wtbUvUTxWg%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/xj0AAOSwtqVn0qSN/s-l500.webp,2025-05-25T09:07:25.721787,
2008 Ford Transit 3300 2.4ltr Ex RAC Spares or repair.,2008.0,,1000.0,"£1,000.00",Pre-owned,N/A,,N/A,Auction,N/A,1.0,josuk_xf62igmsy (107) 100%,https://www.ebay.co.uk/itm/156971299181?_skw=ford+transit&itmmeta=01JW37PT28BNTWQFYMG531ZX70&hash=item248c37f16d:g:L2wAAeSw0BFoEQKZ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e60dbXLjMCEqLTAKwGUlN2daGmzM5ulD6kQbUJ9XA0Uic9s%2FO0Oe6t3IJorLta2UPDyNGEKae6bQ0dPTc4jnoNr7crC3QfahMA36NJl6nnO9WcILcMiUmuiVVqIWiGgBFaCevD7p5vWBJ8ALJmzJe7o6udO4%2FAuaKKyywBVGm50DJE3wXSW2d33XWHDTKrQKrd57MF4HrkfSCuqOlt%2FfRDab8RbM20onjcmh%2FmNY7d%2FpQe1zWNcXowRabPxALAUq4QtY30KOdY54R3mkcWwLdXi7aizAIRwbVcSj0FTrVJ1w%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/L2wAAeSw0BFoEQKZ/s-l500.webp,2025-05-25T09:07:25.750310,
ford transit connect,,,4400.0,"£4,400.00",77k miles 2017,N/A,,N/A,Buy It Now,N/A,,mark-know (34) 0%,https://www.ebay.co.uk/itm/256914430364?_skw=ford+transit&itmmeta=01JW37PT28P2VYYJ9QX18HYKGH&hash=item3bd14b199c:g:320AAOSwo~RoE7KX&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fELW%2FCWM7wezw8tUF64US0KPYMqClxbS%2F6dquQHunRWX4v9orPTVovHOg8CB7ytVbPtQv0ie4XDDZkwpOU5smmWc0FPOQvNShCPwV5itT8sPVAw26QXjI9MovvufeAYvMzNbGLp%2FMpbVGY0kHDhLA58VF8aHiK5l7PmnS9BYr2nodamywRw%2BnUkZJdvXLqgNaDIcdns9eO%2BP%2F3vc98RzPiOP9vkL8SJvSXJFEbgLmh4I9Gac0eDPwJUdeheUoqFc8%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/320AAOSwo~RoE7KX/s-l500.webp,2025-05-25T09:07:25.778557,
ford transit custom 2.2 diesel for spare or repair,,,1800.0,"£1,800.00","Ford transit custom 2.2 diesel, low mileage,spare Or re",N/A,,N/A,Auction,N/A,5.0,paulgsar-0 (314) 100%,https://www.ebay.co.uk/itm/405848514085?_skw=ford+transit&itmmeta=01JW37PT284YVZQQVPTN30HGM7&hash=item5e7e74de25:g:KWoAAOSwvQxn59I~&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dJ%2BL7m4omefBcppcVA6KyIQIPJodojQTGmhS2ABlj46cfXfaWSXBmk9SmPZcjSAfw43bx%2BK93ND05PuHHV%2FKUT32l7oxiuVTfep69lJevdXd2tlMmxPArNW4TzF0KjPFxHZM9NRA571HH7K5KFnwtVdx8oqJl77n%2BATlSGXygY%2B7gIgVptwRpnvAKds3pJE1pf0Kn58DwwKQJaafMeGSMqe%2FREPQkgTVmytdML3i6uE8O0R1FCB86ZLZ5TLmyBxOHMhxcSWH1LC0aQuA%2BnnZZNfLEvNZ2e%2BHmDQ%2F2U%2B0dojg%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/KWoAAOSwvQxn59I~/s-l500.webp,2025-05-25T09:07:25.807256,
2009 FORD TRANSIT FLATBED PICKUP,2009.0,,2250.0,"£2,250.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,obrienm_0 (0) 0%,https://www.ebay.co.uk/itm/135782341516?_skw=ford+transit&itmmeta=01JW37PT28V6J09D4239XX8N8T&hash=item1f9d421b8c:g:VDkAAOSwN1doILmo&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dMNIza%2FHDEd%2F5kleVfvOUY5TKM95xUylCGY9LwjjYL91j7dP9z%2F3zCT20y0F14aSIJAYoq8kH5xnX%2BfPwRA2wgDuGqlEwk%2FOTdtjTGm9mPyLWMTsdXs%2B%2BfxKPR%2BSOEmtrV7Pi%2BuxqhboOE7DOSbXGkdXjc5V%2BLjNLFzSgqsG8YDnlMtuhifxOZq3KpxhsthkQB1LJRGz%2BCUbAg2iAvQsDQElXCZ0PJolFKkJOgCHR7zSrSqGxqK4eH7Dk2hpbnpx0%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/VDkAAOSwN1doILmo/s-l500.webp,2025-05-25T09:07:25.834530,
Ford Transit Diesel Manual Trend 2.2 DCI,,,1160.0,"£1,160.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,cndpg-74 (72) 100%,https://www.ebay.co.uk/itm/197324150213?_skw=ford+transit&itmmeta=01JW37PT282A2B7PZXR7CRDJ40&hash=item2df16f95c5:g:5ygAAeSwR-5oJwXr&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cpHs3%2FM%2B3WKiDN6668txlMIA9lOTiq0YYkChnROJUrw8nnyVvlFtyaWDlyM8JfEBvlj45CCBygS2xBl8PuO26aqNlGtdF931ig6ln1rQgVqkAkyN%2FVwHzgiIrN%2FDFXv3KkmhNCyIDQ5mACKUZcP3ISRNpdi%2FV84gbB5MyAV6O%2FxWX4m8y1bY8ts2rkwp12hdnFeGrfnls6ftpk%2Bso9LWhTOpnNjkBwh1q8d37IUmpEfsy0J4Jx0OEZG3BPXfcIVfE%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/5ygAAeSwR-5oJwXr/s-l500.webp,2025-05-25T09:07:25.862325,
2018 FORD TRANSIT CONNECT 1.5 TDCI TREND LWB NO VAT 2 ADD 1 OWNER FSH 3 SEATS,2018.0,,6500.0,"£6,500.00","SAT NAV, REAR CAMERA, PARKING SENSORS NEW RECENT MOT",N/A,,N/A,Auction,N/A,6.0,wpl.group (17) 100%,https://www.ebay.co.uk/itm/146571446377?_skw=ford+transit&itmmeta=01JW37PT28V1HZF8KFNWXXYN7N&hash=item222056c869:g:7rAAAOSwAvtoD-ID&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dF4exBxIbZB%2FStcdMA%2FMzZzpPElzSPCxJcBzeOAVo%2FiVJLFqhDz2AWBXyVOnGeszDH641ZBAEiSZkHDQmmY1K5shrbelOFYXfdBFLlQFTOtNFYaJYzNKxwxxMJU2BqLq8lDg0HLBYpdut%2BaTp22M%2BrP2QRYonDUNd0wgqNFwl2KIQZ7hZOeAVxKaE9P5FxQNhZm9vkY1ZTS%2BTAcQ57n4ja%2Fb50sF1Y79JYXT5KyKYTVAGQbHpNUFXRW%2F1fzMYwsd19fBChDcQbjBNOj1k4OLqBOrhYYMQwiZiByttpkP5tpw%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/7rAAAOSwAvtoD-ID/s-l500.webp,2025-05-25T09:07:25.889796,
ford transit mk7,,,2750.0,"£2,750.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,bcanha40 (24) 100%,https://www.ebay.co.uk/itm/127095482230?_skw=ford+transit&itmmeta=01JW37PT28WDNVW3C0877F4B5A&hash=item1d977b2776:g:TkEAAOSwDA9oGeTU&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cDlTXbryvRFWofmRJnSR19WGAkuIYUxFiy0luw9sEw9Nm2lXC%2FA%2Fo%2FdsC2fC6cKHXY8o16%2BvYy4X%2F6BRHhXK9cz03%2BcPhT1mvEPsRP3pMQPcQ7JbeWawd6sZKDz6i29oPBBaGHBFPNG%2BDMLzecqn1CHK1VszBMJZWosZH9RpIdZo2zgjIaDQCI%2FAk5%2B25Y%2B9l0Ocwwg3NAAhTsHcNDNXM1dY9Xg%2FTvB5uycRhLujlgln0pFvpZO3McQAzQvClOpBWQxrdA6JFcsHEYVzis2phIiCMr%2FxL5fn25gJhCzt6Csw%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/TkEAAOSwDA9oGeTU/s-l500.webp,2025-05-25T09:07:25.919604,
Ford Transit Tipper NON RUNNER,,,1000.0,"£1,000.00",Pre-owned,N/A,,N/A,Auction,N/A,8.0,gonz1982 (29) 100%,https://www.ebay.co.uk/itm/135775636957?_skw=ford+transit&itmmeta=01JW37PT283TH63YSR8S3QVXCF&hash=item1f9cdbcddd:g:MMoAAeSwhIxoE6oy&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dYOCPxzS1wbSpvruxVqVXSIRpgQy02gbfhqS3QHJOuaoA1S7jnalDK13zfpagIwgz0qnsSfoyvQCCdfrgY9szv2oqmuPCLBzh1Ah7Ruu46Xxj7KG0yP8H30SY4IONAeM%2BgFsBRHa1sdkH%2BmQYaTlF7EceefnMDXX4ri5XFUvFeCCYkp3L3UPKAdQLhnezrbPUkGn6obPuQ%2FPzTRFKIL5zdO9R4csR7rUOM3wiEcc1qOL2r4UCdj%2FPwS4D6ToDircAZp2V4L5p%2FWyOHyupebgW%2B67%2Bb4VttIEnMdo5WhMZnXw%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/MMoAAeSwhIxoE6oy/s-l500.webp,2025-05-25T09:07:25.947785,
Ford Transit Tipper 2013 CONVERTED to 2.4,2013.0,,5500.0,"£5,500.00",2013 Converted to 2.4 87k,N/A,,N/A,Buy It Now,N/A,,tink4x4 (782) 100%,https://www.ebay.co.uk/itm/256932346014?_skw=ford+transit&itmmeta=01JW37PT287BBW2QXZQTQ8DVDM&hash=item3bd25c789e:g:QS8AAeSwCe1oJTGp&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dFsf1DnjfmFBKXxIkg1T4aqcwmw%2BNw10pe5uaSLTQGt3cBYgMAT55MfrMG%2BflBJDHtk%2FwgSZTw2YkDo3mdAeJbXycZWSbkuG40XzMIhjUVb3UbVw76C3qzhA7KT0xEdHnQnnJAuh7qgpe89SUIy%2BAtHiT2pAkhmQgZKQ7b8acPB9Bc2iygOCm%2Bv%2FV0vswJLpu9%2FnSGl%2BP1%2FfOUKpKEeMEB6d4q0VBnJMBM7whsRKJYEjGFdYrNzZT2zugGMxRBi3c%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/QS8AAeSwCe1oJTGp/s-l500.webp,2025-05-25T09:07:25.975570,
Ford Transit Connect 210,,,3120.0,"£3,120.00",Pre-owned,N/A,,N/A,Auction,N/A,12.0,sphnor-0 (0) 0%,https://www.ebay.co.uk/itm/376223645053?_skw=ford+transit&itmmeta=01JW37PT28JRF066VPTVNXR71M&hash=item5798ad3d7d:g:~qAAAOSwPfhoGL76&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dTAfv1vPVO%2BuX2W3FBBEWAvf9j1antQGvj3NgrjsNW%2FAKJ6MR0Myb2o7FiX58PoR%2Fiq7J9zf5jBEQFC5sjUde4D9VuMAgtjJBYtm0pBzUdEy%2FyuHfyTd6BtcGh%2B%2FCRuZn7xIW1Gp2cp24tCdzY9VhWJAgwELnqw5xQ6CYh4hZD4VAdxK0X2n3WreYQm90rMnWMosy91mz64UeKGOYFS4MWdHOu44UlWOigMwXjevUxNbo9Ton9cZkDB%2FbIhi8avqs%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/~qAAAOSwPfhoGL76/s-l500.webp,2025-05-25T09:07:26.006280,
Ford transit 2.0 330 Ecoblue FWD L2 H2 Euro 6 Van,,,6495.0,"£6,495.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,saeeda.bano_7 (148) 100%,https://www.ebay.co.uk/itm/236096653511?_skw=ford+transit&itmmeta=01JW37PT28R13YKQFJB2TPJPDK&hash=item36f87508c7:g:jT8AAeSwtR9oISXN&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dTanVtv9ljIg6YonJ00uo8MFaVKl8loiyKrZzgz7mAUkkHRKOImdTbqyytZUJ%2BwxSHNda2ZmB9N73fV3xM7rjdbCA2Sk%2FKIgSy89tS9v6SDO50GLGIsRPLBhB1zGj2NXzD%2BSqnjp9zhWSu6twfyN2eP9ewA5rlul%2BtpmwiXGJgdPn2gtjJtkpMzWgpI%2FcDE1ntsYmMISYEHzLrbA3ML86yaLogXywzcy%2FFhBRKMkucPGro0RNRoVSSQAwJuEAxG5s%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/jT8AAeSwtR9oISXN/s-l500.webp,2025-05-25T09:07:26.034114,
Ford Transit Connect 240 2017,2017.0,,3400.0,"£3,400.00",Pre-owned,N/A,,N/A,Auction,N/A,10.0,jadzia.m (149) 100%,https://www.ebay.co.uk/itm/267244567217?_skw=ford+transit&itmmeta=01JW37PT288EPTD90545V37PWY&hash=item3e39047ab1:g:ksUAAeSw15tn4HIi&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dfU7cew4whiAhMI87%2FKyWJa%2BZuP5sdXDhgwPjnAAJmvR5%2F62ThmbzQBryQcGkZKELlaHiAqWuOd4LGYjql7UWiqcWNbdlEiYB1ifPdGOSEYFku1qQo54XJNshD%2BmwraVhFW6kN47aqOcgGH95Dp0X6c9SOno7FW%2F2cc9oUmJu55Agw6peI0D4JVN%2B6RmCtD4rDzooWUwRt2PlInsaZBX3ULYJDI%2FfkEPmKYNgUOwBozjZBGc5Nu0TN0fmV8VQIDWg%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/ksUAAeSw15tn4HIi/s-l500.webp,2025-05-25T09:07:26.061022,
2012 PLATE FORD TRANSIT 280 FWD 2.2 TDCI 125 SWB TREND 9 SEATS NO VAT NO RESERVE,2012.0,,3600.0,"£3,600.00",EXTREMELY CLEAN BUS RUNS AMAZING FULL HISTORY BARGAIN,N/A,,N/A,Auction,N/A,44.0,40-tta (323) 100%,https://www.ebay.co.uk/itm/197297906854?_skw=ford+transit&itmmeta=01JW37PT28XGZFAK75FHPMH1W6&hash=item2defdf24a6:g:yHIAAOSwa9Zn7rsH&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d0Excl%2B5DUXX%2FecjMn%2Bx1bsLOPVzZYMlKGjvNYedrku6xyaXzePzmUoo%2BKAwn91AQ%2Bp4LCC%2FQsWO11ubCdlvEPrYuXCC3QRXxikW%2FAod%2FhXCtgPiGyXz8uvvxRYaVgxNSGDYDZjfr5dLVVLa6yRDhCXdlEPabGp9VdmKmFbohgSgOIhIWeCjzG50PfQtYw182zQBcKN9izuDjYmJoWgJIaGHlVODT1SDRDn%2BxGzfs87TPjfTPtpaWdTt1dDGih8BQ%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/yHIAAOSwa9Zn7rsH/s-l500.webp,2025-05-25T09:07:26.091579,
Ford Transit Custom 310 Sport SWB Blue Metallic VA15104,,,10500.0,"£10,500.00",Transit Custom SWB - 5 seats,N/A,,N/A,Buy It Now,N/A,,bluecan96 (129) 100%,https://www.ebay.co.uk/itm/297275867222?_skw=ford+transit&itmmeta=01JW37PT28E7XACS7Y2V62W898&hash=item453705c056:g:PDgAAeSwUvNoFzhT&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fyPym%2BK4ngHhxfDu0Hkapeb2XDnDWvFBuuW2tO6%2Bbs%2BBF5J9hymSUzk7ENvnj3la9deDfqbG3a6etjuhlqQ72bDRGu3viD7dPBI8wnQBjb14OJWNAHUtiE56EvyY5QyO%2BsKycqPrmHxNS%2F9aqig81TO3%2BFXfnTNKiWsyiRU5EonBGKLcIXKyKK9yHxbseXMF2ThnBhwVMKoQI5VlqN964OXcDGHmLZNZ5uFRs4OYz1SM3g1p08%2BfgqJ2ENgoJ3yUR3jY0HNajVglrifWz28Yo88UKq3bXizpyi9BzC7pfq3w%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/PDgAAeSwUvNoFzhT/s-l500.webp,2025-05-25T09:07:26.119459,
"2016 Ford Transit Custom 2.2 TDCI 270 L1 H1 125ps - Trade Sale, No Reserve, FSH",2016.0,,2550.0,"£2,550.00",12 Months MOT,N/A,,N/A,Auction,N/A,11.0,hndisposals (21) 100%,https://www.ebay.co.uk/itm/127100134636?_skw=ford+transit&itmmeta=01JW37PT28XYRXSAG94P5MAA71&hash=item1d97c224ec:g:2SoAAOSww~JoHNAB&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1e08RZ%2FhoaFGQgNGCAyeo3uPG%2BSnRTxUjTkLUGzctM67n18R7uIJpA%2BAx909JSui3lyhSkBCubhwAzx6%2BtJh6ITx4V2MUVIQ3fOGluORvyX2fe6Z1o4VCwL%2BDLTCunswRSljNoyXgS%2FV%2FeuFvcdFj9GJnCkv3kDBKX5Dhqqg0WR0PEdlT9xdIO5dUgp3DtKglyakaMbTQYsT7zZt6FKQ3YzufSiLR5WLUzJXddYUjQkoeXlM6hx88XlqZYbe2flsUg%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/2SoAAOSww~JoHNAB/s-l500.webp,2025-05-25T09:07:26.146456,
Ford Transit Custom 2.0 280 EcoBlue Limited L1 H1 Euro 6 5dr,,,7500.0,"£7,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,burnoutuk-store (123) 94.8%,https://www.ebay.co.uk/itm/286552940971?_skw=ford+transit&itmmeta=01JW37PT28GF8YKVGJ13EVCM57&hash=item42b7e2e1ab:g:MSIAAOSwr3doHJHj&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1drw09pXDPK2lQ4b%2Bq4HBZu2TMvmlSz8mJK713%2BWl%2FZrLdP6VanIeyxz7ZAef3ZfoM9tj9vtSYRGPSAjYbcATeQC8DHrI7E3zETmd3wWHQjF39tMbtxUyiRz0xnRuiptiQ8Kb3x4%2FYjGeoXzCET5H7Me8FtAEcpjQO4kPsiK98y5rjUrXosDJZZQPWWhfTtA9oLRVlMvIY7mDx2hiAlXK%2BkCXbpxMuSCx0MBxyJZ32C2LkXvOUFg%2BNW4eaFDzjJBuQREVqJjev8z8Y%2FxKgv84iT6Rjw%2Fw0Ma%2FpC3d9QDP3XIg%3D%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/MSIAAOSwr3doHJHj/s-l500.webp,2025-05-25T09:07:26.174289,
2014 Ford transit mwb semi high top Mot till Jan 26,2014.0,,1500.0,"£1,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,"jlbltd (1,443) 91.7%",https://www.ebay.co.uk/itm/316795691457?_skw=ford+transit&itmmeta=01JW37PT28J7N77WRWWC5SYTAS&hash=item49c27ea1c1:g:R~UAAOSwNZ5oIkRd&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1czMa2QJ3YSTxSY9CsYmNKRgqAKwPQXTyNdBxfEItCk6stymmHlTk0xgjNe29oTA9ceHOUNj8c1qF%2FUI17zOgvh2P81zYnxkoU8ZGy3hvkXfwzHWdAGBL8tPJ5DZcE1kiE5GVXQm2PRZ0AXU7FPnS7ZCLVOWDroHcp81%2B80J7Reo0i%2B4lsdy1uvFqrQ5P3I5C6m3Kh3m0q4p8071myu8ksYu6%2BJuVYQQ%2BlovBqYTD9SmbjPNFXdSfOzvadnvmClCIo%3D%7Ctkp%3ABk9SR6Ch2-fgZQ,https://i.ebayimg.com/images/g/R~UAAOSwNZ5oIkRd/s-l500.webp,2025-05-25T09:07:26.201529,
FORD TRANSIT - REPOSSESION,,,2416.0,"£2,416.00",Pre-owned,N/A,,N/A,Auction,N/A,37.0,keylessreposales (87) 100%,https://www.ebay.co.uk/itm/197297287788?_skw=ford+transit&itmmeta=01JW37PT2877ZH39R17GPY5X25&hash=item2defd5b26c:g:8PAAAOSw4-Rn~ODI&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ewVeO%2FkNk04j5G5CLfhN9oOXS7r8vkWKw%2BrafdGi1AZ4dGAl4r6mvhMLO%2F6JXzZI%2F041IXIhA4DraCmRPeUuSrFiidINk5SYCOcKCnP9F5hEpQPl91fLeUqcJKX%2Bxw1sybqsV3wxRpg5hEY7RBXScLYAyQeFGTqS8nzJtDrqbQ24pr0Ow%2FjX8DVW%2BDIu%2Bp7hN42cMjBuXZLQtCy66Cw--POP%2BNo2HSjzURgO5JRRUA1gXciW2Ba%2B8c6zVHPZ3MFiWvt7b0%2FqTsFHTtfBqXdtala9Ddlh9X7uJO0mse5qROqg%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/8PAAAOSw4-Rn~ODI/s-l500.webp,2025-05-25T09:07:26.229467,
Ford Transit Custom Diesel,,,8200.0,"£8,200.00",N/A,N/A,,N/A,Auction,N/A,2.0,cajo731353 (7) 100%,https://www.ebay.co.uk/itm/376231489964?_skw=ford+transit&itmmeta=01JW37PT28DWKW1ZSY58768PDA&hash=item579924f1ac:g:HYIAAeSw2h9oHJ5f&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dh0zkLq6ucvK0PEu7AZHhiEM1LgoJlOsejd1eHqMRaBqagWjzYkVFVQmWRqHdr83NjjxI0MMh6GjoL17yZQhRCcYKva0I1fLFeQsNviFp5rwDj72jjYuM0Y4O4%2BrWtGrUfx%2FPBlhproM107wRmKiU8NVFcfcomrNCZNUh1djhxRKYg16NYm%2BODGVQ5ENyVn41QooJLKLeOo3Ahf6wFwzUL%2By4H6wmW4PoqVnA36NjUs36O6tqoSSfxEvPSSm66Y6M%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/HYIAAeSw2h9oHJ5f/s-l500.webp,2025-05-25T09:07:26.256836,
Ford Transit Dropside Pickup - Sold As Seen,,,1500.0,"£1,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,cjlhughesscaffolding (22) 100%,https://www.ebay.co.uk/itm/197320655222?_skw=ford+transit&itmmeta=01JW37PT28TKJ8D9741NT5TXF3&hash=item2df13a4176:g:m84AAOSwP~VoJblh&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fSyhYSoq6583425wp%2BIO0JJdM20w%2BUaOHf4WXl3ZldB%2BC8Eda4Ex2CiuSgn0AJOlAT4yNjt43lKBkOY4j1%2Bmeq%2FFbapTpFnVjTryMHO%2B8wsjfo9XQjZOCsqMfR3W9FTf%2BuRvnYQeV0s6i0gpL%2Fwd7ESBn0nR2vjaK3dcSFxTRZyz9W69RXh1pOFrts98AsKlVLYJDhzXzYW%2BWyGL%2FiXgvHrpSj0EqM6zuBUfmuTO8Yeenrmb6yQnpuLTxOkiBIbiv6%2FE1BMsYTbquLsUBjZmb4QLsw1WtPmVZdKfScmuTmcA%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/m84AAOSwP~VoJblh/s-l500.webp,2025-05-25T09:07:26.286893,
